"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "62", "ReadersWriters.java:12", "Method Exit", "returner=Lsun/usagetracker/UsageTrackerClient;.setupAndTimestamp(J), value=<void>"
"main", "63", "SYSTEM", "Method Exit", "returner=Lsun/usagetracker/UsageTrackerClient;.access$000(Lsun/usagetracker/UsageTrackerClient;J) <SYNTHETIC>, value=<void>"
"main", "64", "ReadersWriters.java:12", "Method Exit", "returner=Lsun/usagetracker/UsageTrackerClient$4;.run() <BRIDGE>, value=<void>"
"main", "65", "ReadersWriters.java:12", "Method Exit", "returner=Lsun/usagetracker/UsageTrackerClient$4;.run() <BRIDGE>, value=<void>"
"main", "66", "ReadersWriters.java:12", "Method Exit", "returner=Ljava/security/AccessController;.doPrivileged(Ljava/security/PrivilegedAction;), value=<void>"
"main", "67", "ReadersWriters.java:12", "Method Exit", "returner=Ljava/security/AccessController;.doPrivileged(Ljava/security/PrivilegedAction;), value=<void>"
"main", "68", "ReadersWriters.java:12", "Method Exit", "returner=Lsun/misc/PostVMInitHook;.trackJavaUsage(), value=<void>"
"main", "69", "ReadersWriters.java:12", "Method Exit", "returner=Lsun/misc/PostVMInitHook;.trackJavaUsage(), value=<void>"
"main", "70", "SYSTEM", "Method Returned", ""
"main", "71", "ReadersWriters.java:12", "Method Call", "caller=SYSTEM, target=ReadersWriters#main:1"
"main", "72", "ReadersWriters.java:10", "Method Entered", ""
"main", "73", "ReadersWriters.java:10", "Variable Write", "context=ReadersWriters#main:1, args=java.lang.String[0] (id=41)"
"main", "74", "ReadersWriters.java:12", "Line Step", "file=ReadersWriters.java, line=12"
"main", "75", "SYSTEM", "Type Load", "class=Database"
"main", "76", "ReadersWriters.java:12", "New Object", "object=Database:1"
"main", "77", "ReadersWriters.java:12", "Method Call", "caller=ReadersWriters#main:1, target=Database:1#Database:1"
"main", "78", "ReadersWriters.java:86", "Method Entered", ""
"main", "79", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"main", "80", "ReadersWriters.java:86", "Line Step", "file=ReadersWriters.java, line=86"
"main", "81", "ReadersWriters.java:86", "Field Write", "context=Database:1, data=0"
"main", "82", "ReadersWriters.java:87", "Line Step", "file=ReadersWriters.java, line=87"
"main", "83", "ReadersWriters.java:87", "Field Write", "context=Database:1, r=0"
"main", "84", "ReadersWriters.java:88", "Line Step", "file=ReadersWriters.java, line=88"
"main", "85", "ReadersWriters.java:88", "Field Write", "context=Database:1, w=0"
"main", "86", "ReadersWriters.java:89", "Line Step", "file=ReadersWriters.java, line=89"
"main", "87", "ReadersWriters.java:89", "Field Write", "context=Database:1, ww=0"
"main", "88", "ReadersWriters.java:90", "Line Step", "file=ReadersWriters.java, line=90"
"main", "89", "ReadersWriters.java:90", "Field Write", "context=Database:1, wr=0"
"main", "90", "ReadersWriters.java:92", "Line Step", "file=ReadersWriters.java, line=92"
"main", "91", "ReadersWriters.java:92", "Field Write", "context=Database:1, s1=java.util.concurrent.Semaphore (id=46)"
"main", "92", "ReadersWriters.java:93", "Line Step", "file=ReadersWriters.java, line=93"
"main", "93", "ReadersWriters.java:93", "Field Write", "context=Database:1, s2_w=java.util.concurrent.Semaphore (id=48)"
"main", "94", "ReadersWriters.java:94", "Line Step", "file=ReadersWriters.java, line=94"
"main", "95", "ReadersWriters.java:94", "Field Write", "context=Database:1, s2_r=java.util.concurrent.Semaphore (id=49)"
"main", "96", "ReadersWriters.java:85", "Line Step", "file=ReadersWriters.java, line=85"
"main", "97", "ReadersWriters.java:85", "Method Exit", "returner=Database:1#Database:1, value=<void>"
"main", "98", "ReadersWriters.java:12", "Method Returned", ""
"main", "99", "ReadersWriters.java:12", "Line Step", "file=ReadersWriters.java, line=12"
"main", "100", "ReadersWriters.java:12", "Variable Write", "context=ReadersWriters#main:1, d=Database:1"
"main", "101", "ReadersWriters.java:14", "Line Step", "file=ReadersWriters.java, line=14"
"main", "102", "SYSTEM", "Type Load", "class=java.lang.Thread"
"main", "103", "SYSTEM", "Type Load", "class=Writer"
"main", "104", "ReadersWriters.java:14", "New Object", "object=Writer:1"
"main", "105", "ReadersWriters.java:14", "Method Call", "caller=ReadersWriters#main:1, target=Writer:1#Writer:1"
"main", "106", "ReadersWriters.java:69", "Method Entered", ""
"main", "107", "ReadersWriters.java:69", "Variable Write", "context=Writer:1#Writer:1, x=1"
"main", "108", "ReadersWriters.java:69", "Variable Write", "context=Writer:1#Writer:1, d=Database:1"
"main", "109", "ReadersWriters.java:69", "Line Step", "file=ReadersWriters.java, line=69"
"main", "110", "ReadersWriters.java:70", "Line Step", "file=ReadersWriters.java, line=70"
"main", "111", "ReadersWriters.java:70", "Field Write", "context=Writer:1, d=Database:1"
"main", "112", "ReadersWriters.java:71", "Line Step", "file=ReadersWriters.java, line=71"
"main", "113", "ReadersWriters.java:71", "Field Write", "context=Writer:1, x=1"
"main", "114", "ReadersWriters.java:72", "Line Step", "file=ReadersWriters.java, line=72"
"main", "115", "ReadersWriters.java:72", "Method Exit", "returner=Writer:1#Writer:1, value=<void>"
"main", "116", "ReadersWriters.java:14", "Method Returned", ""
"main", "117", "ReadersWriters.java:14", "Line Step", "file=ReadersWriters.java, line=14"
"main", "118", "ReadersWriters.java:14", "Variable Write", "context=ReadersWriters#main:1, w1=Writer:1"
"main", "119", "ReadersWriters.java:15", "Line Step", "file=ReadersWriters.java, line=15"
"main", "120", "ReadersWriters.java:15", "New Object", "object=Writer:2"
"main", "121", "ReadersWriters.java:15", "Method Call", "caller=ReadersWriters#main:1, target=Writer:2#Writer:2"
"main", "122", "ReadersWriters.java:69", "Method Entered", ""
"main", "123", "ReadersWriters.java:69", "Variable Write", "context=Writer:2#Writer:2, x=10"
"main", "124", "ReadersWriters.java:69", "Variable Write", "context=Writer:2#Writer:2, d=Database:1"
"main", "125", "ReadersWriters.java:69", "Line Step", "file=ReadersWriters.java, line=69"
"main", "126", "ReadersWriters.java:70", "Line Step", "file=ReadersWriters.java, line=70"
"main", "127", "ReadersWriters.java:70", "Field Write", "context=Writer:2, d=Database:1"
"main", "128", "ReadersWriters.java:71", "Line Step", "file=ReadersWriters.java, line=71"
"main", "129", "ReadersWriters.java:71", "Field Write", "context=Writer:2, x=10"
"main", "130", "ReadersWriters.java:72", "Line Step", "file=ReadersWriters.java, line=72"
"main", "131", "ReadersWriters.java:72", "Method Exit", "returner=Writer:2#Writer:2, value=<void>"
"main", "132", "ReadersWriters.java:15", "Method Returned", ""
"main", "133", "ReadersWriters.java:15", "Line Step", "file=ReadersWriters.java, line=15"
"main", "134", "ReadersWriters.java:15", "Variable Write", "context=ReadersWriters#main:1, w2=Writer:2"
"main", "135", "ReadersWriters.java:16", "Line Step", "file=ReadersWriters.java, line=16"
"main", "136", "ReadersWriters.java:16", "New Object", "object=Writer:3"
"main", "137", "ReadersWriters.java:16", "Method Call", "caller=ReadersWriters#main:1, target=Writer:3#Writer:3"
"main", "138", "ReadersWriters.java:69", "Method Entered", ""
"main", "139", "ReadersWriters.java:69", "Variable Write", "context=Writer:3#Writer:3, x=100"
"main", "140", "ReadersWriters.java:69", "Variable Write", "context=Writer:3#Writer:3, d=Database:1"
"main", "141", "ReadersWriters.java:69", "Line Step", "file=ReadersWriters.java, line=69"
"main", "142", "ReadersWriters.java:70", "Line Step", "file=ReadersWriters.java, line=70"
"main", "143", "ReadersWriters.java:70", "Field Write", "context=Writer:3, d=Database:1"
"main", "144", "ReadersWriters.java:71", "Line Step", "file=ReadersWriters.java, line=71"
"main", "145", "ReadersWriters.java:71", "Field Write", "context=Writer:3, x=100"
"main", "146", "ReadersWriters.java:72", "Line Step", "file=ReadersWriters.java, line=72"
"main", "147", "ReadersWriters.java:72", "Method Exit", "returner=Writer:3#Writer:3, value=<void>"
"main", "148", "ReadersWriters.java:16", "Method Returned", ""
"main", "149", "ReadersWriters.java:16", "Line Step", "file=ReadersWriters.java, line=16"
"main", "150", "ReadersWriters.java:16", "Variable Write", "context=ReadersWriters#main:1, w3=Writer:3"
"main", "151", "ReadersWriters.java:17", "Line Step", "file=ReadersWriters.java, line=17"
"main", "152", "ReadersWriters.java:17", "New Object", "object=Writer:4"
"main", "153", "ReadersWriters.java:17", "Method Call", "caller=ReadersWriters#main:1, target=Writer:4#Writer:4"
"main", "154", "ReadersWriters.java:69", "Method Entered", ""
"main", "155", "ReadersWriters.java:69", "Variable Write", "context=Writer:4#Writer:4, x=1000"
"main", "156", "ReadersWriters.java:69", "Variable Write", "context=Writer:4#Writer:4, d=Database:1"
"main", "157", "ReadersWriters.java:69", "Line Step", "file=ReadersWriters.java, line=69"
"main", "158", "ReadersWriters.java:70", "Line Step", "file=ReadersWriters.java, line=70"
"main", "159", "ReadersWriters.java:70", "Field Write", "context=Writer:4, d=Database:1"
"main", "160", "ReadersWriters.java:71", "Line Step", "file=ReadersWriters.java, line=71"
"main", "161", "ReadersWriters.java:71", "Field Write", "context=Writer:4, x=1000"
"main", "162", "ReadersWriters.java:72", "Line Step", "file=ReadersWriters.java, line=72"
"main", "163", "ReadersWriters.java:72", "Method Exit", "returner=Writer:4#Writer:4, value=<void>"
"main", "164", "ReadersWriters.java:17", "Method Returned", ""
"main", "165", "ReadersWriters.java:17", "Line Step", "file=ReadersWriters.java, line=17"
"main", "166", "ReadersWriters.java:17", "Variable Write", "context=ReadersWriters#main:1, w4=Writer:4"
"main", "167", "ReadersWriters.java:18", "Line Step", "file=ReadersWriters.java, line=18"
"main", "168", "ReadersWriters.java:18", "New Object", "object=Writer:5"
"main", "169", "ReadersWriters.java:18", "Method Call", "caller=ReadersWriters#main:1, target=Writer:5#Writer:5"
"main", "170", "ReadersWriters.java:69", "Method Entered", ""
"main", "171", "ReadersWriters.java:69", "Variable Write", "context=Writer:5#Writer:5, x=10000"
"main", "172", "ReadersWriters.java:69", "Variable Write", "context=Writer:5#Writer:5, d=Database:1"
"main", "173", "ReadersWriters.java:69", "Line Step", "file=ReadersWriters.java, line=69"
"main", "174", "ReadersWriters.java:70", "Line Step", "file=ReadersWriters.java, line=70"
"main", "175", "ReadersWriters.java:70", "Field Write", "context=Writer:5, d=Database:1"
"main", "176", "ReadersWriters.java:71", "Line Step", "file=ReadersWriters.java, line=71"
"main", "177", "ReadersWriters.java:71", "Field Write", "context=Writer:5, x=10000"
"main", "178", "ReadersWriters.java:72", "Line Step", "file=ReadersWriters.java, line=72"
"main", "179", "ReadersWriters.java:72", "Method Exit", "returner=Writer:5#Writer:5, value=<void>"
"main", "180", "ReadersWriters.java:18", "Method Returned", ""
"main", "181", "ReadersWriters.java:18", "Line Step", "file=ReadersWriters.java, line=18"
"main", "182", "ReadersWriters.java:18", "Variable Write", "context=ReadersWriters#main:1, w5=Writer:5"
"main", "183", "ReadersWriters.java:19", "Line Step", "file=ReadersWriters.java, line=19"
"main", "184", "SYSTEM", "Type Load", "class=Reader"
"main", "185", "ReadersWriters.java:19", "New Object", "object=Reader:1"
"main", "186", "ReadersWriters.java:19", "Method Call", "caller=ReadersWriters#main:1, target=Reader:1#Reader:1"
"main", "187", "ReadersWriters.java:51", "Method Entered", ""
"main", "188", "ReadersWriters.java:51", "Variable Write", "context=Reader:1#Reader:1, d=Database:1"
"main", "189", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "190", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "191", "ReadersWriters.java:52", "Field Write", "context=Reader:1, d=Database:1"
"main", "192", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "193", "ReadersWriters.java:53", "Method Exit", "returner=Reader:1#Reader:1, value=<void>"
"main", "194", "ReadersWriters.java:19", "Method Returned", ""
"main", "195", "ReadersWriters.java:19", "Line Step", "file=ReadersWriters.java, line=19"
"main", "196", "ReadersWriters.java:19", "Variable Write", "context=ReadersWriters#main:1, r1=Reader:1"
"main", "197", "ReadersWriters.java:20", "Line Step", "file=ReadersWriters.java, line=20"
"main", "198", "ReadersWriters.java:20", "New Object", "object=Reader:2"
"main", "199", "ReadersWriters.java:20", "Method Call", "caller=ReadersWriters#main:1, target=Reader:2#Reader:2"
"main", "200", "ReadersWriters.java:51", "Method Entered", ""
"main", "201", "ReadersWriters.java:51", "Variable Write", "context=Reader:2#Reader:2, d=Database:1"
"main", "202", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "203", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "204", "ReadersWriters.java:52", "Field Write", "context=Reader:2, d=Database:1"
"main", "205", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "206", "ReadersWriters.java:53", "Method Exit", "returner=Reader:2#Reader:2, value=<void>"
"main", "207", "ReadersWriters.java:20", "Method Returned", ""
"main", "208", "ReadersWriters.java:20", "Line Step", "file=ReadersWriters.java, line=20"
"main", "209", "ReadersWriters.java:20", "Variable Write", "context=ReadersWriters#main:1, r2=Reader:2"
"main", "210", "ReadersWriters.java:21", "Line Step", "file=ReadersWriters.java, line=21"
"main", "211", "ReadersWriters.java:21", "New Object", "object=Reader:3"
"main", "212", "ReadersWriters.java:21", "Method Call", "caller=ReadersWriters#main:1, target=Reader:3#Reader:3"
"main", "213", "ReadersWriters.java:51", "Method Entered", ""
"main", "214", "ReadersWriters.java:51", "Variable Write", "context=Reader:3#Reader:3, d=Database:1"
"main", "215", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "216", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "217", "ReadersWriters.java:52", "Field Write", "context=Reader:3, d=Database:1"
"main", "218", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "219", "ReadersWriters.java:53", "Method Exit", "returner=Reader:3#Reader:3, value=<void>"
"main", "220", "ReadersWriters.java:21", "Method Returned", ""
"main", "221", "ReadersWriters.java:21", "Line Step", "file=ReadersWriters.java, line=21"
"main", "222", "ReadersWriters.java:21", "Variable Write", "context=ReadersWriters#main:1, r3=Reader:3"
"main", "223", "ReadersWriters.java:22", "Line Step", "file=ReadersWriters.java, line=22"
"main", "224", "ReadersWriters.java:22", "New Object", "object=Reader:4"
"main", "225", "ReadersWriters.java:22", "Method Call", "caller=ReadersWriters#main:1, target=Reader:4#Reader:4"
"main", "226", "ReadersWriters.java:51", "Method Entered", ""
"main", "227", "ReadersWriters.java:51", "Variable Write", "context=Reader:4#Reader:4, d=Database:1"
"main", "228", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "229", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "230", "ReadersWriters.java:52", "Field Write", "context=Reader:4, d=Database:1"
"main", "231", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "232", "ReadersWriters.java:53", "Method Exit", "returner=Reader:4#Reader:4, value=<void>"
"main", "233", "ReadersWriters.java:22", "Method Returned", ""
"main", "234", "ReadersWriters.java:22", "Line Step", "file=ReadersWriters.java, line=22"
"main", "235", "ReadersWriters.java:22", "Variable Write", "context=ReadersWriters#main:1, r4=Reader:4"
"main", "236", "ReadersWriters.java:23", "Line Step", "file=ReadersWriters.java, line=23"
"main", "237", "ReadersWriters.java:23", "New Object", "object=Reader:5"
"main", "238", "ReadersWriters.java:23", "Method Call", "caller=ReadersWriters#main:1, target=Reader:5#Reader:5"
"main", "239", "ReadersWriters.java:51", "Method Entered", ""
"main", "240", "ReadersWriters.java:51", "Variable Write", "context=Reader:5#Reader:5, d=Database:1"
"main", "241", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "242", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "243", "ReadersWriters.java:52", "Field Write", "context=Reader:5, d=Database:1"
"main", "244", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "245", "ReadersWriters.java:53", "Method Exit", "returner=Reader:5#Reader:5, value=<void>"
"main", "246", "ReadersWriters.java:23", "Method Returned", ""
"main", "247", "ReadersWriters.java:23", "Line Step", "file=ReadersWriters.java, line=23"
"main", "248", "ReadersWriters.java:23", "Variable Write", "context=ReadersWriters#main:1, r5=Reader:5"
"main", "249", "ReadersWriters.java:24", "Line Step", "file=ReadersWriters.java, line=24"
"main", "250", "ReadersWriters.java:24", "New Object", "object=Reader:6"
"main", "251", "ReadersWriters.java:24", "Method Call", "caller=ReadersWriters#main:1, target=Reader:6#Reader:6"
"main", "252", "ReadersWriters.java:51", "Method Entered", ""
"main", "253", "ReadersWriters.java:51", "Variable Write", "context=Reader:6#Reader:6, d=Database:1"
"main", "254", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "255", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "256", "ReadersWriters.java:52", "Field Write", "context=Reader:6, d=Database:1"
"main", "257", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "258", "ReadersWriters.java:53", "Method Exit", "returner=Reader:6#Reader:6, value=<void>"
"main", "259", "ReadersWriters.java:24", "Method Returned", ""
"main", "260", "ReadersWriters.java:24", "Line Step", "file=ReadersWriters.java, line=24"
"main", "261", "ReadersWriters.java:24", "Variable Write", "context=ReadersWriters#main:1, r6=Reader:6"
"main", "262", "ReadersWriters.java:25", "Line Step", "file=ReadersWriters.java, line=25"
"main", "263", "ReadersWriters.java:25", "New Object", "object=Reader:7"
"main", "264", "ReadersWriters.java:25", "Method Call", "caller=ReadersWriters#main:1, target=Reader:7#Reader:7"
"main", "265", "ReadersWriters.java:51", "Method Entered", ""
"main", "266", "ReadersWriters.java:51", "Variable Write", "context=Reader:7#Reader:7, d=Database:1"
"main", "267", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"main", "268", "ReadersWriters.java:52", "Line Step", "file=ReadersWriters.java, line=52"
"main", "269", "ReadersWriters.java:52", "Field Write", "context=Reader:7, d=Database:1"
"main", "270", "ReadersWriters.java:53", "Line Step", "file=ReadersWriters.java, line=53"
"main", "271", "ReadersWriters.java:53", "Method Exit", "returner=Reader:7#Reader:7, value=<void>"
"main", "272", "ReadersWriters.java:25", "Method Returned", ""
"main", "273", "ReadersWriters.java:25", "Line Step", "file=ReadersWriters.java, line=25"
"main", "274", "ReadersWriters.java:25", "Variable Write", "context=ReadersWriters#main:1, r7=Reader:7"
"main", "275", "ReadersWriters.java:26", "Line Step", "file=ReadersWriters.java, line=26"
"main", "276", "ReadersWriters.java:26", "New Object", "object=Reader:8"
